index:ID,class,definition,description,:LABEL
22041,javax.swing.text.StyledEditorKit.AlignmentAction,"public final class NameComponent
extends Object
implements IDLEntity","
The mapping of a CORBA enum tagging
 SET_OVERRIDE and ADD_OVERRIDE, which
 indicate whether policies should replace the
 existing policies of an Object or be added to them.
",Class
22042,javax.swing.text.StyledEditorKit.FontFamilyAction,"public final class NameComponentHolder
extends Object
implements Streamable","
The Holder for Short.
",Class
22043,javax.swing.text.StyledEditorKit.ForegroundAction,"public final class NameHolder
extends Object
implements Streamable","
The Holder for ShortSeq.
",Class
22044,javax.swing.text.StyledEditorKit.StyledTextAction,"public final class NamingContextExtHolder
extends Object
implements Streamable","
The Helper for StringValue.
",Class
22045,javax.swing.text.TableView,"public abstract class NamingContextHelper
extends Object","
The Helper for StructMember.
",Class
22046,javax.swing.text.TabStop,"public abstract class NamingContextPOA
extends Servant
implements NamingContextOperations, InvokeHandler","
A container for information about a specific CORBA data
 type.
",Class
22047,javax.swing.text.Utilities,"public abstract class AddressHelper
extends Object","
The Helper for ULongLongSeq.
",Class
22048,javax.swing.text.WrappedPlainView,"public final class InvalidAddressHolder
extends Object
implements Streamable","
The Helper for ULongSeq.
",Class
22049,javax.swing.text.html.BlockView,"public abstract class URLStringHelper
extends Object","
A description in the Interface Repository of a member of an IDL union.
",Class
22050,javax.swing.text.html.CSS.Attribute,"public abstract class InvalidAddressHelper
extends Object","
The Helper for UnknownUserException.
",Class
22051,javax.swing.text.html.FormView,"public abstract class StringNameHelper
extends Object","
The Helper for UShortSeq.
",Class
22052,javax.swing.text.html.HTML,"public abstract class AlreadyBoundHelper
extends Object","
A description in the Interface Repository of
 a member of a value object.
",Class
22053,javax.swing.text.html.HTML.Tag,"public abstract class CannotProceedHelper
extends Object","
The Helper for VersionSpec.
",Class
22054,javax.swing.text.html.HTMLDocument,"public abstract class InvalidNameHelper
extends Object","
The Helper for WCharSeq.
",Class
22055,javax.swing.text.html.HTMLDocument.Iterator,"public abstract class NotEmptyHelper
extends Object","
The Helper for WrongTransaction.
",Class
22056,javax.swing.text.html.HTMLEditorKit,"public abstract class NotFoundHelper
extends Object","
org/omg/CORBA/WStringValueHelper.java
 Generated by the IDL-to-Java compiler (portable), version ""3.0""
 from orb.idl
 31 May 1999 22:27:30 o'clock GMT+00:00

 The class definition has been modified to conform to the following
 OMG specifications :
   
        ORB core as defined by CORBA 2.3.1
       (formal/99-10-07)
       

        IDL/Java Language Mapping as defined in
       ptc/00-01-08

",Class
22057,javax.swing.text.html.HTMLEditorKit.HTMLTextAction,"public class NotFoundReason
extends Object
implements IDLEntity","
A class extending org.omg.CORBA.ORB to make the ORB
 portable under the OMG CORBA version 2.3 specification.
",Class
22058,javax.swing.text.html.HTMLEditorKit.LinkController,"public final class NotFoundReasonHolder
extends Object
implements Streamable","
Delegate class provides the ORB vendor specific implementation
 of CORBA object.
",Class
22059,javax.swing.text.html.HTMLEditorKit.ParserCallback,"public final class AlreadyBoundHolder
extends Object
implements Streamable","
ObjectImpl class is the base class for all stubs.
",Class
22060,javax.swing.text.html.HTMLWriter,"public final class CannotProceedHolder
extends Object
implements Streamable","
InputStream provides for the reading of all of the mapped IDL types
 from the stream.
",Class
22061,javax.swing.text.html.InlineView,"public final class InvalidNameHolder
extends Object
implements Streamable","
OutputStream provides interface for writing of all of the mapped IDL type
 to the stream.
",Class
22062,javax.swing.text.html.MinimalHTMLWriter,"public final class NotEmptyHolder
extends Object
implements Streamable","
Specifies a portable API for ORB-vendor-specific
 implementation of the org.omg.CORBA.Object methods.
",Class
22063,javax.swing.text.html.Option,"public final class NotFoundHolder
extends Object
implements Streamable","
The common base class for all stub classes; provides default implementations
  of the org.omg.CORBA.Object methods.
",Class
22064,javax.swing.text.html.StyleSheet,"public abstract class NotFoundReasonHelper
extends Object","
This class is part of the local stub API, the purpose of which is to provide
 high performance calls for collocated clients and servers
 (i.e.
",Class
22065,javax.swing.text.html.StyleSheet.ListPainter,"public final class Parameter
extends Object
implements IDLEntity","
InputStream is the Java API for reading IDL types
 from CDR marshal streams.
",Class
22066,javax.swing.text.html.CSS,"public class _DynAnyFactoryStub
extends ObjectImpl
implements DynAnyFactory","
OuputStream is the Java API for writing IDL types
 to CDR marshal streams.
",Class
22067,javax.swing.text.html.FormSubmitEvent,"public class _DynArrayStub
extends ObjectImpl
implements DynArray","
NamingContextExt is the extension of NamingContext
 which
 contains a set of name bindings in which each name is unique and is
 part of Interoperable Naming Service.
",Class
22068,javax.swing.text.html.HTML.Attribute,"public class _DynFixedStub
extends ObjectImpl
implements DynFixed","
A naming context is an object that contains a set of name bindings in 
 which each name is unique.
",Class
22069,javax.swing.text.html.HTML.UnknownTag,"public class _DynStructStub
extends ObjectImpl
implements DynStruct","
org/omg/CosNaming/BindingHelper.java .
",Class
22070,javax.swing.text.html.HTMLEditorKit.HTMLFactory,"public class _DynValueStub
extends ObjectImpl
implements DynValue","
The BindingIterator interface allows a client to iterate through
 the bindings using the next_one or next_n operations.
",Class
22071,javax.swing.text.html.HTMLEditorKit.InsertHTMLTextAction,"public abstract class DynAnyFactoryHelper
extends Object","
List of Bindings.
",Class
22072,javax.swing.text.html.HTMLEditorKit.Parser,"public abstract class DynAnySeqHelper
extends Object","
Specifies whether the given binding is for a object (that is not a
 naming context) or for a naming context.
",Class
22073,javax.swing.text.html.HTMLFrameHyperlinkEvent,"public abstract class DynEnumHelper
extends Object","
org/omg/CosNaming/IstringHelper.java .
",Class
22074,javax.swing.text.html.ImageView,"public abstract class DynSequenceHelper
extends Object","
org/omg/CosNaming/NameComponentHelper.java .
",Class
22075,javax.swing.text.html.ListView,"public abstract class DynUnionHelper
extends Object","
A name is a sequence of name components.
",Class
22076,javax.swing.text.html.ObjectView,"public abstract class NameDynAnyPairHelper
extends Object","
org/omg/CosNaming/Binding.java .
",Class
22077,javax.swing.text.html.ParagraphView,"public abstract class NameValuePairSeqHelper
extends Object","
org/omg/CosNaming/BindingHolder.java .
",Class
22078,javax.swing.text.html.StyleSheet.BoxPainter,"public class _DynAnyStub
extends ObjectImpl
implements DynAny","
org/omg/CosNaming/NameComponent.java .
",Class
22079,javax.swing.text.html.parser.AttributeList,"public class _DynEnumStub
extends ObjectImpl
implements DynEnum","
org/omg/CosNaming/NameComponentHolder.java .
",Class
22080,javax.swing.text.html.parser.DocumentParser,"public class _DynSequenceStub
extends ObjectImpl
implements DynSequence","
Address is the Host and Port information represented as a String.
",Class
22081,javax.swing.text.html.parser.Element,"public class _DynUnionStub
extends ObjectImpl
implements DynUnion","
org/omg/CosNaming/NamingContextExtPackage/InvalidAddressHolder.java .
",Class
22082,javax.swing.text.html.parser.Parser,"public abstract class DynAnyHelper
extends Object","
URLString is the URL address (corbaloc: or corbaname:) represented as
 a String.
",Class
22083,javax.swing.text.html.parser.TagElement,"public abstract class DynArrayHelper
extends Object","
org/omg/CosNaming/NamingContextExtPackage/InvalidAddressHelper.java .
",Class
22084,javax.swing.text.html.parser.ContentModel,"public abstract class DynFixedHelper
extends Object","
StringName is the Stringified Name, Array of Name Components 
 represented as a String.
",Class
22085,javax.swing.text.html.parser.DTD,"public abstract class DynStructHelper
extends Object","
org/omg/CosNaming/NamingContextPackage/AlreadyBoundHelper.java .
",Class
22086,javax.swing.text.html.parser.Entity,"public abstract class DynValueHelper
extends Object","
org/omg/CosNaming/NamingContextPackage/CannotProceedHelper.java .
",Class
22087,javax.swing.text.html.parser.ParserDelegator,"public final class NameDynAnyPair
extends Object
implements IDLEntity","
org/omg/CosNaming/NamingContextPackage/InvalidNameHelper.java .
",Class
22088,javax.swing.text.rtf.RTFEditorKit,"public abstract class NameDynAnyPairSeqHelper
extends Object","
org/omg/CosNaming/NamingContextPackage/NotEmptyHelper.java .
",Class
22089,javax.swing.tree.AbstractLayoutCache,"public abstract class InconsistentTypeCodeHelper
extends Object","
org/omg/CosNaming/NamingContextPackage/NotFoundHelper.java .
",Class
22090,javax.swing.tree.DefaultMutableTreeNode,"public abstract class InvalidValueHelper
extends Object","
Indicates the reason for not able to resolve.
",Class
22091,javax.swing.tree.DefaultTreeCellRenderer,"public abstract class TypeMismatchHelper
extends Object","
org/omg/CosNaming/NamingContextPackage/AlreadyBoundHolder.java .
",Class
22092,javax.swing.tree.DefaultTreeSelectionModel,"public abstract class CodecFactoryHelper
extends Object","
org/omg/CosNaming/NamingContextPackage/CannotProceedHolder.java .
",Class
22093,javax.swing.tree.TreePath,"public final class Encoding
extends Object
implements IDLEntity","
org/omg/CosNaming/NamingContextPackage/InvalidNameHolder.java .
",Class
22094,javax.swing.tree.AbstractLayoutCache.NodeDimensions,"public abstract class IORHelper
extends Object","
org/omg/CosNaming/NamingContextPackage/NotEmptyHolder.java .
",Class
22095,javax.swing.tree.DefaultTreeCellEditor,"public abstract class MultipleComponentProfileHelper
extends Object","
org/omg/CosNaming/NamingContextPackage/NotFoundHolder.java .
",Class
22096,javax.swing.tree.DefaultTreeModel,"public abstract class ProfileIdHelper
extends Object","
org/omg/Dynamic/Parameter.java .
",Class
22097,javax.swing.tree.FixedHeightLayoutCache,"public abstract class ServiceContextHelper
extends Object","
DynAny objects can be created by invoking operations on the DynAnyFactory object.
",Class
22098,javax.swing.tree.VariableHeightLayoutCache,"public abstract class ServiceContextListHelper
extends Object","
DynArray objects support the manipulation of IDL arrays.
",Class
22099,javax.swing.undo.AbstractUndoableEdit,"public abstract class ServiceIdHelper
extends Object","
DynFixed objects support the manipulation of IDL fixed values.
",Class
22100,javax.swing.undo.StateEdit,"public abstract class TaggedComponentHelper
extends Object","
DynStruct objects support the manipulation of IDL struct and exception values.
",Class
22101,javax.swing.undo.UndoManager,"public final class TaggedProfile
extends Object
implements IDLEntity","
DynValue objects support the manipulation of IDL non-boxed value types.
",Class
22102,javax.swing.undo.CompoundEdit,"public final class TaggedProfileHolder
extends Object
implements Streamable","
org/omg/DynamicAny/DynAnySeqHelper.java .
",Class
22103,javax.swing.undo.UndoableEditSupport,"public abstract class ComponentIdHelper
extends Object","
DynEnum objects support the manipulation of IDL enumerated values.
",Class
22104,javax.tools.DiagnosticCollector<S>,"public final class IOR
extends Object
implements IDLEntity","
DynSequence objects support the manipulation of IDL sequences.
",Class
22105,javax.tools.ForwardingJavaFileManager<M extends JavaFileManager>,"public final class IORHolder
extends Object
implements Streamable","
DynUnion objects support the manipulation of IDL unions.
",Class
22106,javax.tools.SimpleJavaFileObject,"public final class MultipleComponentProfileHolder
extends Object
implements Streamable","
org/omg/DynamicAny/FieldNameHelper.java .
",Class
22107,javax.tools.ForwardingFileObject<F extends FileObject>,"public final class ServiceContext
extends Object
implements IDLEntity","
org/omg/DynamicAny/NameDynAnyPairHelper.java .
",Class
22108,javax.tools.ForwardingJavaFileObject<F extends JavaFileObject>,"public final class ServiceContextHolder
extends Object
implements Streamable","
org/omg/DynamicAny/NameValuePair.java .
",Class
22109,javax.tools.ToolProvider,"public final class ServiceContextListHolder
extends Object
implements Streamable","
org/omg/DynamicAny/NameValuePairSeqHelper.java .
",Class
22110,javax.transaction.DiagnosticCollector<S>,"public final class TaggedComponent
extends Object
implements IDLEntity","
Any values can be dynamically interpreted (traversed) and constructed through DynAny objects.
",Class
22111,javax.transaction.ForwardingJavaFileManager<M extends JavaFileManager>,"public final class TaggedComponentHolder
extends Object
implements Streamable","
org/omg/DynamicAny/AnySeqHelper.java .
",Class
22112,javax.transaction.SimpleJavaFileObject,"public abstract class TaggedProfileHelper
extends Object","
org/omg/DynamicAny/NameDynAnyPair.java .
",Class
22113,javax.transaction.ForwardingFileObject<F extends FileObject>,"public abstract class UnknownEncodingHelper
extends Object","
org/omg/DynamicAny/NameDynAnyPairSeqHelper.java .
",Class
22114,javax.transaction.ForwardingJavaFileObject<F extends JavaFileObject>,"public abstract class FormatMismatchHelper
extends Object","
org/omg/DynamicAny/NameValuePairHelper.java .
",Class
22115,javax.transaction.ToolProvider,"public abstract class InvalidTypeForEncodingHelper
extends Object","
org/omg/DynamicAny/DynAnyFactoryPackage/InconsistentTypeCodeHelper.java .
",Class
22116,javax.transaction.xa.DiagnosticCollector<S>,"public abstract class SyncScopeHelper
extends Object","
org/omg/DynamicAny/DynAnyPackage/InvalidValueHelper.java .
",Class
22117,javax.transaction.xa.ForwardingJavaFileManager<M extends JavaFileManager>,"public abstract class AdapterManagerIdHelper
extends Object","
org/omg/DynamicAny/DynAnyPackage/TypeMismatchHelper.java .
",Class
22118,javax.transaction.xa.SimpleJavaFileObject,"public abstract class AdapterStateHelper
extends Object","
Codecs are obtained from the CodecFactory.
",Class
22119,javax.transaction.xa.ForwardingFileObject<F extends FileObject>,"public abstract class ForwardRequestHelper
extends Object","
org/omg/IOP/Encoding.java .
",Class
22120,javax.transaction.xa.ForwardingJavaFileObject<F extends JavaFileObject>,"public abstract class IORInterceptor_3_0Helper
extends Object","
org/omg/IOP/IORHelper.java .
",Class
22121,javax.transaction.xa.ToolProvider,"public abstract class ObjectIdHelper
extends Object","
An array of tagged components, forming a multiple component profile.
",Class
22122,javax.xml.XMLConstants,"public final class ObjectReferenceFactoryHolder
extends Object
implements Streamable","
Profile ID
",Class
22123,javax.xml.bind.Binder<XmlNode>,"public final class ObjectReferenceTemplateHolder
extends Object
implements Streamable","
org/omg/IOP/ServiceContextHelper.java .
",Class
22124,javax.xml.bind.JAXB,"public final class ObjectReferenceTemplateSeqHolder
extends Object
implements Streamable","
An array of service contexts, forming a service context list.
",Class
22125,javax.xml.bind.JAXBElement<T>,"public abstract class ServerIdHelper
extends Object","
A service id, represented as an int
",Class
22126,javax.xml.bind.JAXBIntrospector,"public abstract class AdapterNameHelper
extends Object","
org/omg/IOP/TaggedComponentHelper.java .
",Class
22127,javax.xml.bind.Marshaller.Listener,"public abstract class InvalidSlotHelper
extends Object","
org/omg/IOP/TaggedProfile.java .
",Class
22128,javax.xml.bind.Unmarshaller.Listener,"public final class IORInterceptor_3_0Holder
extends Object
implements Streamable","
org/omg/IOP/TaggedProfileHolder.java .
",Class
22129,javax.xml.bind.DatatypeConverter,"public abstract class ObjectReferenceFactoryHelper
extends Object","
Standard way of representing multicomponent profiles.
",Class
22130,javax.xml.bind.JAXBContext,"public abstract class ObjectReferenceTemplateHelper
extends Object","
org/omg/IOP/IOR.java .
",Class
22131,javax.xml.bind.JAXBElement.GlobalScope,"public abstract class ObjectReferenceTemplateSeqHelper
extends Object","
org/omg/IOP/IORHolder.java .
",Class
22132,javax.xml.bind.JAXBPermission,"public abstract class ORBIdHelper
extends Object","
org/omg/IOP/ServiceContext.java .
",Class
22133,javax.xml.bind.SchemaOutputResolver,"public abstract class DuplicateNameHelper
extends Object","
org/omg/IOP/ServiceContextHolder.java .
",Class
22134,javax.xml.bind.annotation.W3CDomHandler,"public class _ServantActivatorStub
extends ObjectImpl
implements ServantActivator","
org/omg/IOP/TaggedComponent.java .
",Class
22135,javax.xml.bind.annotation.XmlElementDecl.GLOBAL,"public class IdUniquenessPolicyValue
extends Object
implements IDLEntity","
org/omg/IOP/TaggedComponentHolder.java .
",Class
22136,javax.xml.bind.annotation.XmlSchemaType.DEFAULT,"public class LifespanPolicyValue
extends Object
implements IDLEntity","
org/omg/IOP/TaggedProfileHelper.java .
",Class
22137,javax.xml.bind.annotation.XmlElement.DEFAULT,"public class RequestProcessingPolicyValue
extends Object
implements IDLEntity","
org/omg/IOP/CodecFactoryPackage/UnknownEncodingHelper.java .
",Class
22138,javax.xml.bind.annotation.XmlElementRef.DEFAULT,"public abstract class ServantActivatorHelper
extends Object","
org/omg/IOP/CodecPackage/FormatMismatchHelper.java .
",Class
22139,javax.xml.bind.annotation.XmlType.DEFAULT,"public abstract class ServantLocatorHelper
extends Object","
org/omg/IOP/CodecPackage/TypeMismatchHelper.java .
",Class
22140,javax.xml.bind.annotation.adapters.CollapsedStringAdapter,"public class ServantRetentionPolicyValue
extends Object
implements IDLEntity","
org/omg/IOP/CodecPackage/InvalidTypeForEncodingHelper.java .
",Class
22141,javax.xml.bind.annotation.adapters.NormalizedStringAdapter,"public class _ServantLocatorStub
extends ObjectImpl
implements ServantLocator","
Synchronization scope
",Class
22142,javax.xml.bind.annotation.adapters.XmlJavaTypeAdapter.DEFAULT,"public abstract class DynamicImplementation
extends Servant","
Adapter manager identifier.
",Class
22143,javax.xml.bind.annotation.adapters.HexBinaryAdapter,"public class IdAssignmentPolicyValue
extends Object
implements IDLEntity","
Type of object adapter state.
",Class
22144,"javax.xml.bind.annotation.adapters.XmlAdapter<ValueType,BoundType>","public class ImplicitActivationPolicyValue
extends Object
implements IDLEntity","
org/omg/PortableInterceptor/ForwardRequestHelper.java .
",Class
22145,javax.xml.bind.attachment.AttachmentMarshaller,"public abstract class POAHelper
extends Object","
org/omg/PortableInterceptor/IORInterceptor_3_0Helper.java .
",Class
22146,javax.xml.bind.attachment.AttachmentUnmarshaller,"public abstract class Servant
extends Object","
Type of an object id.
",Class
22147,javax.xml.bind.helpers.AbstractMarshallerImpl,"public abstract class ServantActivatorPOA
extends Servant
implements ServantActivatorOperations, InvokeHandler","
The object reference factory.
",Class
22148,javax.xml.bind.helpers.DefaultValidationEventHandler,"public abstract class ServantLocatorPOA
extends Servant
implements ServantLocatorOperations, InvokeHandler","
The object reference template.
",Class
22149,javax.xml.bind.helpers.ParseConversionEventImpl,"public class ThreadPolicyValue
extends Object
implements IDLEntity","
Sequence of object reference templates is used for reporting state
 changes that do not occur on the adapter manager.
",Class
22150,javax.xml.bind.helpers.ValidationEventImpl,"public abstract class NoContextHelper
extends Object","
org/omg/PortableInterceptor/ServerIdHelper.java .
",Class
22151,javax.xml.bind.helpers.AbstractUnmarshallerImpl,"public abstract class AdapterInactiveHelper
extends Object","
The name of an object adapter.
",Class
22152,javax.xml.bind.helpers.NotIdentifiableEventImpl,"public class State
extends Object
implements IDLEntity","
Portable Interceptors Current (also known as PICurrent) 
 is merely a slot table, the slots of which are used by each service to 
 transfer their context data between their context and the request's or 
 reply's service context.
",Class
22153,javax.xml.bind.helpers.PrintConversionEventImpl,"public abstract class AdapterAlreadyExistsHelper
extends Object","
org/omg/PortableInterceptor/InvalidSlotHelper.java .
",Class
22154,javax.xml.bind.helpers.ValidationEventLocatorImpl,"public abstract class InvalidPolicyHelper
extends Object","
org/omg/PortableInterceptor/IORInterceptor_3_0Holder.java .
",Class
22155,javax.xml.bind.util.JAXBResult,"public abstract class ObjectAlreadyActiveHelper
extends Object","
org/omg/PortableInterceptor/ORBIdHelper.java .
",Class
22156,javax.xml.bind.util.ValidationEventCollector,"public abstract class ServantAlreadyActiveHelper
extends Object","
org/omg/PortableInterceptor/ORBInitInfoPackage/DuplicateNameHelper.java .
",Class
22157,javax.xml.bind.util.JAXBSource,"public abstract class WrongAdapterHelper
extends Object","
Object id, represented as a String
",Class
22158,javax.xml.crypto.KeySelector,"public abstract class AdapterNonExistentHelper
extends Object","
org/omg/PortableInterceptor/ORBInitInfoPackage/InvalidNameHelper.java .
",Class
22159,javax.xml.crypto.OctetStreamData,"public abstract class NoServantHelper
extends Object","
When the POA has the RETAIN policy it uses servant 
 managers that are ServantActivators.
",Class
22160,javax.xml.crypto.KeySelector.Purpose,"public abstract class ObjectNotActiveHelper
extends Object","
The PortableServer::Current interface, derived from
 CORBA::Current, provides method implementations with
 access to the identity of the object on which the
 method was invoked.
",Class
22161,javax.xml.crypto.dom.DOMCryptoContext,"public abstract class ServantNotActiveHelper
extends Object","
org/omg/PortableServer/ForwardRequestHelper.java .
",Class
22162,javax.xml.crypto.dom.DOMStructure,"public abstract class WrongPolicyHelper
extends Object","
IdUniquenessPolicyValue can have the following values.
",Class
22163,javax.xml.crypto.dsig.TransformService,"public final class CookieHolder
extends Object
implements Streamable","
The LifespanPolicyValue can have the following values.
",Class
22164,javax.xml.crypto.dsig.XMLSignatureFactory,"public final class _Remote_Stub
extends Stub
implements Remote","
The RequestProcessingPolicyValue can have the following
 values.
",Class
22165,javax.xml.crypto.dsig.dom.DOMSignContext,"public final class DOMImplementationRegistry
extends Object","
When the POA has the NON_RETAIN policy it uses servant 
 managers that are ServantLocators.
",Class
22166,javax.xml.crypto.dsig.dom.DOMValidateContext,"public class HandlerBase
extends Object
implements EntityResolver, DTDHandler, DocumentHandler, ErrorHandler","
ServantRetentionPolicyValue can have the following 
 values.
",Class
22167,javax.xml.crypto.dsig.keyinfo.KeyInfoFactory,"public class InputSource
extends Object","
Allows dynamic handling of object invocations.
",Class
22168,javax.xml.crypto.dsig.spec.ExcC14NParameterSpec,"public class Attributes2Impl
extends AttributesImpl
implements Attributes2","
The IdAssignmentPolicyValue can have the following
 values.
",Class
22169,javax.xml.crypto.dsig.spec.XPathFilter2ParameterSpec,"public class Locator2Impl
extends LocatorImpl
implements Locator2","
ImplicitActivationPolicyValue has the following
 semantics.
",Class
22170,javax.xml.crypto.dsig.spec.XPathType,"public class DefaultHandler2
extends DefaultHandler
implements LexicalHandler, DeclHandler, EntityResolver2","
A POA object manages the implementation of a
 collection of objects.
",Class
22171,javax.xml.crypto.dsig.spec.XSLTTransformParameterSpec,"public class AttributeListImpl
extends Object
implements AttributeList","
Defines the native Servant type.
",Class
22172,javax.xml.crypto.dsig.spec.HMACParameterSpec,"public class DefaultHandler
extends Object
implements EntityResolver, DTDHandler, ContentHandler, ErrorHandler","
The ThreadPolicyValue can have the following values.
",Class
22173,javax.xml.crypto.dsig.spec.XPathFilterParameterSpec,"public class NamespaceSupport
extends Object","
org/omg/PortableServer/CurrentPackage/NoContextHelper.java .
",Class
22174,javax.xml.crypto.dsig.spec.XPathType.Filter,"public class ParserFactory
extends Object","
org/omg/PortableServer/POAManagerPackage/AdapterInactiveHelper.java .
",Class
22175,javax.xml.datatype.DatatypeConstants,"public class XMLReaderAdapter
extends Object
implements Parser, ContentHandler","
Specifies the states for the POAManager
",Class
22176,javax.xml.datatype.DatatypeFactory,"public class AttributesImpl
extends Object
implements Attributes","
org/omg/PortableServer/POAPackage/AdapterAlreadyExistsHelper.java .
",Class
22177,javax.xml.datatype.XMLGregorianCalendar,"public class LocatorImpl
extends Object
implements Locator","
org/omg/PortableServer/POAPackage/InvalidPolicyHelper.java .
",Class
22178,javax.xml.datatype.DatatypeConstants.Field,"public class ParserAdapter
extends Object
implements XMLReader, DocumentHandler","
org/omg/PortableServer/POAPackage/ObjectAlreadyActiveHelper.java .
",Class
22179,javax.xml.datatype.Duration,"public class XMLFilterImpl
extends Object
implements XMLFilter, EntityResolver, DTDHandler, ContentHandler, ErrorHandler","
org/omg/PortableServer/POAPackage/ServantAlreadyActiveHelper.java .
",Class
22180,javax.xml.namespace.QName,"public final class XMLReaderFactory
extends Object","
org/omg/PortableServer/POAPackage/WrongAdapterHelper.java .
",Class
22181,javax.xml.parsers.DocumentBuilder,,"
org/omg/PortableServer/POAPackage/AdapterNonExistentHelper.java .
",Class
22182,javax.xml.parsers.SAXParser,,"
org/omg/PortableServer/POAPackage/NoServantHelper.java .
",Class
22183,javax.xml.parsers.DocumentBuilderFactory,,"
org/omg/PortableServer/POAPackage/ObjectNotActiveHelper.java .
",Class
22184,javax.xml.parsers.SAXParserFactory,,"
org/omg/PortableServer/POAPackage/ServantNotActiveHelper.java .
",Class
22185,javax.xml.soap.AttachmentPart,,"
org/omg/PortableServer/POAPackage/WrongPolicyHelper.java .
",Class
22186,javax.xml.soap.MimeHeader,,"
The native type PortableServer::ServantLocator::Cookie is mapped
 to java.lang.Object.
",Class
22187,javax.xml.soap.SAAJMetaFactory,,"
This class provides the Stub for the Remote Type.
",Class
22188,javax.xml.soap.SOAPConnection,,"
A factory that enables applications to obtain instances of
 DOMImplementation.
",Class
22189,javax.xml.soap.SOAPElementFactory,,"Deprecated
This class works with the deprecated
             DocumentHandler
             interface.
",Class
22190,javax.xml.soap.SOAPMessage,,"
A single input source for an XML entity.
",Class
22191,javax.xml.soap.MessageFactory,,"
SAX2 extension helper for additional Attributes information,
 implementing the Attributes2 interface.
",Class
22192,javax.xml.soap.MimeHeaders,,"
SAX2 extension helper for holding additional Entity information,
 implementing the Locator2 interface.
",Class
22193,javax.xml.soap.SAAJResult,,"
This class extends the SAX2 base handler class to support the
 SAX2 LexicalHandler, DeclHandler, and
 EntityResolver2 extensions.
",Class
22194,javax.xml.soap.SOAPConnectionFactory,,"Deprecated
This class implements a deprecated interface,
             AttributeList;
             that interface has been replaced by
             Attributes,
             which is implemented in the
             AttributesImpl helper class.
",Class
22195,javax.xml.soap.SOAPFactory,,"
Default base class for SAX2 event handlers.
",Class
22196,javax.xml.soap.SOAPPart,,"
Encapsulate Namespace logic for use by applications using SAX,
 or internally by SAX drivers.
",Class
22197,javax.xml.stream.XMLEventFactory,,"Deprecated
This class works with the deprecated
             Parser
             interface.
",Class
22198,javax.xml.stream.XMLOutputFactory,,"
Adapt a SAX2 XMLReader as a SAX1 Parser.
",Class
22199,javax.xml.stream.XMLInputFactory,,"
Default implementation of the Attributes interface.
",Class
22200,javax.xml.stream.events.XMLEventFactory,,"
Provide an optional convenience implementation of Locator.
",Class
22201,javax.xml.stream.events.XMLOutputFactory,,"
Adapt a SAX1 Parser as a SAX2 XMLReader.
",Class
22202,javax.xml.stream.events.XMLInputFactory,,"
Base class for deriving an XML filter.
",Class
22203,javax.xml.stream.util.EventReaderDelegate,,"
Factory for creating an XML reader.
",Class
22204,javax.xml.stream.util.StreamReaderDelegate,,,Class
22205,javax.xml.transform.OutputKeys,,,Class
22206,javax.xml.transform.TransformerFactory,,,Class
22207,javax.xml.transform.Transformer,,,Class
22208,javax.xml.transform.dom.DOMResult,,,Class
22209,javax.xml.transform.dom.DOMSource,,,Class
22210,javax.xml.transform.sax.SAXResult,,,Class
22211,javax.xml.transform.sax.SAXTransformerFactory,,,Class
22212,javax.xml.transform.sax.SAXSource,,,Class
22213,javax.xml.transform.stax.StAXResult,,,Class
22214,javax.xml.transform.stax.StAXSource,,,Class
22215,javax.xml.transform.stream.StreamResult,,,Class
22216,javax.xml.transform.stream.StreamSource,,,Class
22217,javax.xml.validation.Schema,,,Class
22218,javax.xml.validation.SchemaFactoryLoader,,,Class
22219,javax.xml.validation.Validator,,,Class
22220,javax.xml.validation.SchemaFactory,,,Class
22221,javax.xml.validation.TypeInfoProvider,,,Class
22222,javax.xml.validation.ValidatorHandler,,,Class
22223,javax.xml.ws.Endpoint,,,Class
22224,javax.xml.ws.EndpointReference,,,Class
22225,javax.xml.ws.RespectBindingFeature,,,Class
22226,javax.xml.ws.WebServiceFeature,,,Class
22227,javax.xml.ws.EndpointContext,,,Class
22228,javax.xml.ws.Holder<T>,,,Class
22229,javax.xml.ws.Service,,,Class
22230,javax.xml.ws.WebServicePermission,,,Class
22231,javax.xml.ws.handler.Endpoint,,,Class
22232,javax.xml.ws.handler.EndpointReference,,,Class
22233,javax.xml.ws.handler.RespectBindingFeature,,,Class
22234,javax.xml.ws.handler.WebServiceFeature,,,Class
22235,javax.xml.ws.handler.EndpointContext,,,Class
22236,javax.xml.ws.handler.Holder<T>,,,Class
22237,javax.xml.ws.handler.Service,,,Class
22238,javax.xml.ws.handler.WebServicePermission,,,Class
22239,javax.xml.ws.handler.soap.Endpoint,,,Class
22240,javax.xml.ws.handler.soap.EndpointReference,,,Class
22241,javax.xml.ws.handler.soap.RespectBindingFeature,,,Class
22242,javax.xml.ws.handler.soap.WebServiceFeature,,,Class
22243,javax.xml.ws.handler.soap.EndpointContext,,,Class
22244,javax.xml.ws.handler.soap.Holder<T>,,,Class
22245,javax.xml.ws.handler.soap.Service,,,Class
22246,javax.xml.ws.handler.soap.WebServicePermission,,,Class
22247,javax.xml.ws.http.Endpoint,,,Class
22248,javax.xml.ws.http.EndpointReference,,,Class
22249,javax.xml.ws.http.RespectBindingFeature,,,Class
22250,javax.xml.ws.http.WebServiceFeature,,,Class
